1
1000 100000
663 165 2
807 143 2
164 432 2
474 169 1
597 152 2
678 923 2
761 703 1
206 329 1
331 246 1
427 570 1
637 416 1
109 547 2
308 697 2
619 232 1
224 410 1
182 175 1
6 688 2
32 726 2
16 848 1
34 176 1
738 212 1
701 913 2
635 443 2
778 751 1
451 466 2
942 6 1
36 169 1
279 151 2
15 748 2
40 666 2
626 176 1
831 87 2
659 895 1
733 241 1
753 137 2
966 608 2
967 436 2
357 152 2
36 177 2
50 875 1
99 486 2
465 825 1
621 592 2
11 782 2
800 242 2
376 596 1
792 293 2
617 940 1
801 38 1
927 873 1
491 591 2
188 345 2
311 43 1
290 69 2
186 750 2
746 854 2
171 674 2
667 17 1
14 607 2
133 109 2
438 948 2
842 534 1
880 478 1
471 570 2
705 167 1
342 944 1
490 988 1
688 713 2
900 993 2
844 951 1
904 291 1
351 723 1
522 91 1
76 914 1
211 612 1
239 884 1
5 273 2
831 536 1
244 593 2
875 702 1
637 34 2
372 268 2
825 389 2
919 661 2
43 563 1
266 993 1
293 531 1
576 552 2
66 735 1
814 724 1
487 596 2
360 80 1
324 951 2
902 342 1
486 148 1
737 602 1
569 21 2
433 515 1
922 28 2
521 886 1
512 470 1
631 207 2
963 506 1
36 847 1
468 568 1
476 882 2
73 61 1
814 533 1
160 119 1
349 73 2
714 834 1
764 153 1
38 995 1
343 964 2
121 336 1
311 60 2
569 782 1
986 180 2
116 759 1
270 450 2
411 530 2
69 998 1
99 393 1
461 772 2
190 873 1
894 4 2
188 686 1
65 303 2
576 16 1
23 908 1
226 952 1
990 293 1
441 529 2
633 988 2
178 60 1
615 828 2
32 655 1
523 851 1
907 996 1
610 670 1
192 858 2
669 401 2
169 204 2
379 402 1
721 613 2
578 201 1
823 237 2
128 696 1
510 16 2
939 813 1
321 592 2
871 590 1
907 236 1
925 748 2
414 891 2
630 868 1
173 613 1
803 930 1
17 713 2
543 339 1
967 150 2
695 81 1
288 205 1
485 116 1
860 896 2
713 576 2
267 300 1
4 869 2
932 8 1
912 183 2
26 618 1
918 538 2
732 896 1
273 3 2
863 529 1
914 574 1
983 634 1
919 324 1
286 431 1
799 680 1
338 618 2
560 965 2
625 200 2
805 216 1
225 558 1
181 997 2
656 506 1
407 100 2
976 112 1
562 257 2
43 295 1
926 486 1
776 107 2
940 61 2
880 62 1
622 737 2
364 602 2
75 678 2
529 574 2
202 867 1
429 508 1
414 667 1
434 420 2
494 688 1
772 867 1
509 123 2
508 564 2
218 666 1
672 57 1
716 899 2
818 800 2
590 249 2
414 224 2
584 222 2
117 394 1
928 628 2
716 602 2
355 961 2
180 746 2
268 154 2
618 749 1
483 777 1
951 782 2
374 93 1
549 118 2
137 390 1
191 900 2
132 106 1
321 852 2
353 635 2
117 931 1
83 764 1
763 760 2
127 498 2
800 845 2
928 409 2
34 485 2
946 790 1
672 496 1
808 879 1
812 79 2
710 760 1
198 294 2
425 403 2
500 561 2
138 768 1
643 367 2
200 919 2
629 101 1
943 509 1
811 790 1
668 269 1
304 778 1
496 748 2
510 49 2
226 369 1
876 410 1
406 918 1
171 960 1
143 910 2
936 957 1
218 277 2
559 771 2
965 222 2
89 780 1
391 352 1
778 416 2
248 977 1
492 418 2
187 294 2
62 436 1
588 989 2
931 235 2
418 775 1
946 521 2
199 130 2
724 144 2
233 360 1
224 452 1
127 882 1
588 243 2
288 299 1
860 437 2
794 328 1
380 894 1
861 286 1
265 373 1
416 300 2
44 557 1
546 222 2
663 635 1
558 503 2
756 888 1
97 18 1
290 512 2
38 927 1
534 577 2
471 143 1
276 487 1
105 600 1
32 847 2
670 930 2
280 797 2
541 710 1
404 395 1
46 285 2
269 47 2
180 553 1
720 874 1
13 5 1
426 310 2
36 589 1
566 415 2
791 743 1
526 432 1
392 550 1
242 527 2
360 110 1
450 684 1
824 391 2
893 775 2
299 384 2
96 304 1
682 963 1
435 972 2
438 782 1
304 831 1
686 4 2
505 271 1
339 988 1
667 996 2
790 871 1
553 387 1
242 140 1
598 922 1
815 266 1
773 855 1
12 429 1
39 116 1
668 905 2
284 922 1
390 308 2
898 651 1
872 169 2
956 298 2
956 828 2
702 286 2
152 941 2
166 58 1
423 989 1
663 210 2
754 551 1
769 550 1
371 703 1
229 658 2
548 391 1
324 120 2
722 13 2
267 324 1
389 703 2
388 222 2
31 57 2
832 748 1
878 257 2
439 96 2
203 462 2
312 662 2
598 631 1
952 993 1
546 508 2
948 986 2
642 974 2
913 73 2
414 395 1
507 464 1
949 453 1
624 194 2
239 687 2
60 263 1
150 440 1
680 748 2
700 897 1
970 91 2
239 686 2
806 796 2
611 336 1
361 153 1
746 663 2
817 873 1
274 985 2
835 299 1
767 922 1
351 530 2
66 107 2
737 995 2
527 976 2
589 166 2
869 993 2
428 766 1
452 840 2
292 226 1
527 498 2
994 198 1
897 574 1
487 533 2
318 672 2
448 503 2
248 940 1
444 501 1
802 50 2
346 288 2
349 953 2
860 917 1
794 779 2
317 35 1
347 627 2
823 584 2
839 629 2
776 817 2
94 701 1
450 460 2
630 667 2
46 804 1
882 311 2
73 366 2
332 333 2
764 322 2
714 120 1
307 287 2
242 758 1
617 199 2
619 364 2
98 142 1
496 271 2
132 708 1
24 598 2
974 760 2
754 298 1
120 408 1
804 938 2
465 464 2
559 516 1
892 716 2
87 230 2
211 765 2
726 206 1
155 884 2
115 936 1
808 92 1
613 61 1
584 519 1
562 12 1
357 176 1
962 792 1
307 189 2
977 864 1
951 400 2
464 712 2
552 733 2
385 11 2
194 420 2
823 371 1
484 5 2
467 952 2
583 653 2
108 369 2
743 462 2
912 996 2
364 864 1
416 744 2
174 271 1
501 705 2
717 758 1
295 269 2
184 408 2
911 502 2
950 684 2
994 952 1
865 81 2
677 499 2
29 515 1
36 46 1
260 925 2
367 863 2
495 377 1
606 505 1
696 682 2
178 722 1
563 223 2
552 59 2
836 695 2
792 956 2
418 403 2
482 535 2
707 403 1
560 834 2
320 246 2
944 348 2
308 346 2
473 784 2
394 803 2
945 926 2
993 172 2
84 937 1
677 404 2
207 533 1
527 411 2
136 10 1
850 138 2
147 197 2
401 404 1
514 125 2
479 432 1
252 123 1
994 463 2
52 858 2
720 938 1
37 14 2
710 43 2
339 306 2
442 836 2
807 923 1
535 684 1
404 200 1
753 417 1
260 193 2
638 997 1
783 119 1
673 866 2
814 520 2
936 256 2
479 367 1
680 376 1
860 11 2
11 160 2
203 14 2
580 444 1
22 495 2
431 860 1
44 799 2
89 737 2
573 65 1
883 763 2
27 959 1
438 144 1
10 942 1
457 64 1
830 732 1
404 889 2
258 878 2
302 759 1
342 142 1
557 394 2
155 297 1
995 739 1
469 923 1
535 245 1
768 892 1
135 152 1
856 530 1
215 409 1
909 952 2
397 56 1
873 670 2
232 698 2
179 696 2
133 991 1
642 911 1
536 558 2
372 121 1
907 325 2
820 724 2
800 105 2
238 115 1
574 451 2
486 506 2
950 593 2
831 41 1
385 341 2
265 432 2
942 61 1
947 777 2
212 413 1
512 534 2
180 414 2
807 172 2
395 728 2
283 702 1
693 342 1
68 825 2
689 252 1
746 910 1
993 57 1
898 550 2
858 439 2
143 836 2
465 592 2
354 101 2
474 731 2
561 676 2
564 828 2
364 127 2
588 20 1
635 991 2
484 414 2
927 482 1
815 322 2
846 150 2
755 919 1
853 969 1
843 155 2
44 859 1
995 501 2
79 175 1
420 863 1
301 158 1
83 543 1
443 16 1
445 498 2
737 4 2
822 581 1
946 814 2
64 768 1
484 82 1
702 163 2
957 904 1
20 458 1
750 181 1
540 846 2
798 706 1
159 776 1
783 43 1
184 620 1
520 689 2
213 202 1
294 839 1
803 380 2
964 783 1
168 1000 2
522 703 2
150 460 2
537 739 1
800 104 2
154 740 2
231 618 1
501 259 1
607 454 1
184 792 2
375 966 1
677 418 2
174 506 2
935 254 1
432 243 2
501 91 1
881 655 1
102 59 1
793 579 2
416 364 2
690 998 2
997 83 1
327 914 1
436 12 2
935 161 2
670 870 1
918 307 2
210 657 1
496 51 1
53 737 2
841 881 2
507 79 1
289 440 1
528 949 1
527 753 2
559 305 2
651 660 1
437 177 2
2 636 2
972 651 1
402 65 1
851 925 2
763 512 1
340 871 2
246 475 2
884 275 2
943 441 1
428 962 1
556 945 2
313 649 1
631 501 1
77 90 2
202 824 2
240 424 1
457 515 1
241 802 2
640 83 2
844 668 2
423 17 2
572 875 1
530 635 1
485 594 1
546 457 2
774 397 1
420 126 1
81 334 1
328 11 1
742 593 2
661 504 1
166 191 2
911 700 2
670 246 2
845 225 2
693 965 1
480 987 2
84 213 1
396 668 1
715 171 1
599 246 2
360 483 1
670 799 2
540 549 1
784 981 1
322 720 1
771 599 1
107 420 1
762 726 1
991 721 1
325 314 2
785 942 1
90 100 2
702 284 2
50 614 2
103 518 1
78 264 1
444 79 1
617 569 1
414 578 2
751 522 2
214 467 1
163 904 2
885 18 2
87 260 1
455 297 2
914 532 1
250 531 2
520 206 1
690 971 1
710 176 2
227 923 2
642 90 2
320 431 2
824 676 2
719 376 1
585 856 2
280 383 2
287 688 1
747 859 1
792 833 2
100 107 1
923 108 1
514 570 2
147 167 1
634 635 1
212 241 2
463 345 2
664 741 2
538 906 2
406 642 1
326 761 1
142 235 2
399 382 2
699 918 1
337 702 2
914 388 2
997 345 2
178 392 1
821 17 1
56 172 2
994 470 1
690 144 1
794 694 2
818 911 1
102 486 2
979 638 2
263 480 1
852 920 2
693 840 2
199 379 1
443 928 1
418 484 1
435 256 2
122 2 1
620 571 2
700 239 1
143 756 1
136 133 1
682 770 1
343 993 2
579 995 1
862 674 1
196 186 2
394 102 2
402 745 1
87 504 2
965 76 2
72 658 2
27 745 1
824 336 2
380 264 1
969 54 2
900 65 2
50 604 2
748 429 1
800 131 2
237 787 1
467 336 2
746 22 1
674 560 2
199 634 2
682 149 2
457 549 1
616 301 1
211 296 2
643 628 2
948 966 2
83 126 2
59 164 1
536 463 2
345 918 2
83 45 1
346 269 2
435 65 1
844 474 1
7 989 1
366 941 2
679 788 1
894 189 1
27 69 2
600 649 2
89 153 2
455 808 1
81 103 2
795 363 2
15 317 1
162 917 1
596 305 1
182 851 1
451 36 1
825 592 2
895 404 2
530 224 2
101 951 1
298 191 2
635 29 2
459 32 2
990 140 2
990 819 2
545 995 2
606 696 1
863 663 1
756 637 2
823 976 1
390 66 1
199 185 2
902 328 2
945 925 2
499 402 2
237 494 1
549 688 2
313 245 2
909 827 2
842 571 1
265 542 1
247 681 2
368 577 2
182 213 1
458 925 1
754 523 2
759 51 2
161 501 2
213 567 1
603 804 2
23 362 2
610 230 2
99 213 1
170 265 2
127 615 1
902 613 2
106 971 2
348 210 1
186 612 2
650 473 2
298 89 1
692 374 1
129 1 1
785 676 1
613 319 1
728 146 2
713 710 1
50 317 2
22 748 1
658 632 1
75 274 2
46 478 2
21 661 1
731 667 2
508 455 2
701 21 2
613 129 2
355 385 1
470 824 1
956 75 1
249 970 1
59 93 1
790 41 2
166 367 2
494 440 2
124 232 2
561 673 2
367 37 1
861 348 2
902 802 2
792 35 2
985 984 2
12 45 2
242 947 2
740 338 2
568 879 2
654 639 1
953 672 2
783 625 1
186 543 1
270 670 1
899 184 2
907 415 1
723 761 1
272 537 2
257 890 2
315 75 2
528 566 2
325 917 2
466 397 2
584 91 2
834 772 2
664 517 2
289 42 2
175 372 1
315 611 1
652 883 2
424 348 2
584 512 2
874 127 2
956 723 1
797 883 1
903 971 2
944 770 2
62 359 1
195 829 1
619 754 2
947 589 1
663 670 1
343 15 1
569 527 2
209 319 1
389 188 1
848 803 1
970 33 1
144 486 2
665 425 2
295 897 1
397 149 2
19 873 2
442 855 2
730 15 1
238 244 2
375 899 2
918 319 1
12 540 2
174 800 2
956 76 1
155 869 2
864 922 2
986 656 2
57 597 2
819 782 1
83 94 1
364 44 2
465 747 1
8 936 1
402 823 1
587 534 1
237 413 1
641 327 1
245 276 2
797 111 2
881 809 1
528 223 2
488 230 2
391 797 1
230 560 1
807 434 1
20 927 1
202 390 1
699 603 2
55 256 2
1000 668 1
113 217 1
629 894 1
145 986 1
644 364 2
873 700 2
209 35 2
409 767 1
658 935 1
638 869 1
290 12 1
515 247 2
106 670 1
455 489 2
146 881 2
828 841 2
681 903 2
442 995 2
68 845 2
930 141 2
127 476 2
303 257 2
325 229 2
214 68 1
891 848 2
346 459 2
661 363 1
101 470 1
653 886 2
298 865 1
592 778 2
880 900 2
370 801 1
319 692 1
145 222 1
402 442 1
229 885 2
718 712 1
930 779 2
310 708 2
731 63 2
367 131 1
761 216 1
227 727 1
104 651 2
242 382 1
483 477 2
453 903 1
376 882 2
338 881 2
242 428 1
458 17 1
743 368 1
624 927 2
602 409 2
695 936 1
778 852 2
88 594 1
187 147 2
673 330 1
516 782 2
576 321 1
725 300 2
37 444 2
48 441 2
874 764 1
808 667 1
253 660 1
981 614 1
84 162 2
10 41 1
772 234 2
817 494 1
836 317 2
478 783 1
683 452 2
463 775 1
331 470 2
764 274 2
985 360 2
62 744 2
439 246 2
375 54 1
969 724 1
398 375 2
393 596 1
148 23 2
418 564 2
594 448 1
373 72 2
757 38 1
828 502 1
625 299 2
222 160 2
768 966 1
95 619 1
178 786 1
895 352 2
9 450 2
5 587 1
402 150 1
570 818 2
873 900 2
396 586 1
990 328 2
605 804 1
614 905 1
10 461 1
937 210 2
505 220 2
369 503 1
849 237 2
444 84 2
160 887 2
195 957 1
815 976 2
711 97 1
626 690 1
643 623 2
15 934 1
34 523 2
215 25 2
219 698 2
489 111 2
616 57 2
936 516 1
361 871 2
636 605 1
731 254 2
245 249 1
302 932 2
66 884 2
55 261 1
662 756 2
965 852 2
719 51 2
616 153 1
29 845 1
230 800 2
685 738 2
708 238 1
679 779 2
815 254 2
573 343 2
252 525 1
408 4 2
819 264 2
558 108 2
499 37 2
107 869 1
233 388 1
157 9 2
517 276 1
215 259 1
846 592 1
315 241 2
182 952 2
658 368 1
107 156 1
108 661 2
544 115 1
622 974 2
700 253 1
289 359 1
38 407 2
114 500 2
194 138 1
245 593 1
533 189 1
984 780 1
848 1000 2
983 115 2
821 288 1
996 162 1
292 202 1
277 81 1
516 63 2
850 886 1
931 221 2
172 532 1
489 373 2
562 85 2
187 68 1
781 152 2
17 198 1
968 603 1
402 327 1
800 422 2
961 305 2
230 553 2
276 800 1
937 784 2
705 678 1
323 680 2
863 16 2
530 696 1
754 304 1
441 767 1
643 585 2
475 635 2
844 767 1
30 873 1
54 398 2
962 515 2
234 613 1
568 552 2
658 296 1
520 814 2
548 927 1
909 936 2
596 926 1
281 251 1
76 783 1
762 637 1
62 457 1
464 621 1
762 586 1
629 991 1
289 440 1
392 575 1
67 842 1
988 330 1
405 353 1
664 905 1
397 294 2
768 160 2
345 945 1
282 693 1
201 93 1
699 908 1
15 594 2
903 604 2
310 153 2
395 28 1
818 552 2
206 703 1
597 311 2
836 607 2
131 842 2
279 457 2
421 149 2
939 255 2
485 623 2
5 755 2
37 162 2
981 685 1
262 769 2
278 336 2
154 212 2
496 282 1
638 843 1
405 921 1
95 888 2
569 54 2
98 963 2
993 987 1
771 86 1
722 147 1
620 486 2
201 575 1
608 79 1
813 127 1
900 51 1
711 70 2
792 341 1
875 911 1
286 640 1
504 4 2
275 534 1
439 808 1
906 549 1
8 913 1
939 621 1
262 654 2
188 411 2
489 747 1
914 271 1
846 975 1
178 293 1
532 784 2
188 720 1
879 567 2
693 449 1
591 328 2
431 420 2
619 786 2
966 772 1
444 357 2
290 457 2
797 645 2
828 416 1
937 287 1
121 541 2
692 384 1
970 785 2
957 785 1
245 417 1
134 67 1
626 292 1
505 349 1
837 648 2
975 42 2
871 260 2
15 853 2
585 448 2
904 452 2
164 810 2
392 616 2
626 523 1
178 152 1
438 747 2
234 863 2
169 154 2
333 100 1
272 89 2
759 687 2
323 53 2
512 659 2
872 573 1
473 795 2
252 617 1
230 847 1
936 633 2
257 591 2
474 33 2
148 404 1
420 41 2
42 132 2
555 207 1
505 216 1
244 870 2
154 498 1
662 40 2
803 698 2
357 702 2
154 941 1
785 589 2
152 52 1
564 856 2
99 978 2
509 745 1
417 685 2
749 872 2
258 471 1
996 543 2
838 431 2
163 586 1
109 896 2
685 759 1
812 989 1
808 796 1
122 36 2
336 738 2
815 69 1
868 856 1
252 913 1
383 83 1
506 582 2
177 4 1
356 726 2
83 926 1
738 721 2
639 539 2
267 871 2
90 27 2
255 363 2
714 119 2
609 162 2
142 216 1
243 344 1
99 190 2
764 759 2
10 347 2
704 692 2
501 315 1
387 743 2
98 32 2
263 461 2
432 992 1
193 863 1
581 261 1
5 348 2
471 975 1
196 109 1
476 684 2
190 417 2
310 188 2
218 273 1
844 120 1
337 385 1
521 572 1
924 12 2
995 419 1
972 216 1
367 801 2
304 673 2
929 205 2
313 79 1
837 322 1
610 968 2
458 63 2
43 189 1
754 849 1
411 372 1
499 739 2
516 232 2
947 655 2
689 433 2
439 673 1
593 844 1
256 373 2
978 525 2
157 557 1
345 896 2
259 758 1
759 163 1
438 349 2
826 778 2
744 662 2
976 390 2
634 964 1
966 479 1
706 859 2
284 533 2
777 795 1
858 248 2
202 582 1
402 99 1
185 567 2
798 797 2
733 36 1
572 955 2
430 641 1
278 926 2
763 855 2
310 586 2
360 693 2
931 694 1
890 588 1
789 654 1
59 573 1
500 207 1
119 257 2
431 26 2
568 921 2
564 619 2
458 540 2
750 312 1
848 568 1
8 227 1
616 332 2
379 238 2
575 700 1
276 180 2
579 456 2
5 104 2
223 517 2
402 960 1
231 576 2
606 431 2
548 610 2
33 454 1
863 683 1
663 370 1
190 790 2
578 247 1
379 536 1
338 72 2
394 641 1
256 715 2
363 254 1
108 119 1
213 471 1
383 231 1
470 712 1
157 412 1
398 929 1
331 766 2
587 641 1
869 13 2
660 469 1
960 707 2
621 569 1
879 778 2
300 479 2
196 30 1
737 210 2
189 888 1
969 912 2
226 294 1
578 840 1
411 744 1
987 173 2
641 719 2
59 560 1
303 459 1
327 163 2
189 598 1
386 50 2
273 439 1
782 127 2
659 551 2
299 391 1
607 325 1
402 716 2
945 181 1
706 854 1
833 663 1
368 141 2
332 59 2
26 399 1
203 281 1
51 375 1
203 423 1
15 733 2
725 20 2
440 144 1
899 306 1
957 554 2
791 865 2
220 190 2
338 233 2
116 414 1
820 858 1
606 877 1
143 613 2
494 183 2
950 525 1
574 618 1
278 259 2
527 472 1
854 837 2
122 500 1
623 322 2
94 342 1
698 869 1
86 750 1
269 820 1
700 62 2
933 340 1
87 535 2
691 79 2
953 433 1
267 770 1
710 20 1
688 568 2
745 202 1
498 592 1
900 467 2
177 944 2
689 338 1
758 674 1
738 263 1
743 785 1
705 304 1
74 688 2
328 90 1
486 104 2
322 501 1
104 542 1
958 100 2
124 955 2
516 390 2
405 335 2
25 293 1
429 443 2
219 413 1
316 53 2
391 419 1
352 862 2
409 74 2
141 453 1
265 186 1
642 282 1
610 445 2
501 673 1
736 155 1
713 716 2
99 138 1
349 488 2
782 787 1
346 607 1
163 21 1
661 901 2
219 305 2
547 679 2
134 524 1
805 878 1
773 831 1
840 478 1
148 459 2
974 421 1
372 721 1
579 918 2
343 284 1
264 247 2
48 539 2
125 584 1
326 839 1
317 180 2
153 904 2
734 393 2
188 794 1
493 179 2
733 511 2
307 914 2
230 754 2
352 335 2
293 170 2
895 418 2
75 860 1
741 986 1
325 777 1
472 549 1
973 698 2
146 253 2
812 979 2
827 53 2
167 429 2
520 468 1
712 932 2
908 494 2
618 149 2
384 772 1
148 957 1
564 151 2
883 306 2
123 75 1
665 404 2
936 231 1
67 791 2
799 699 2
127 596 1
999 619 2
303 327 1
858 11 2
861 314 2
568 241 1
138 637 2
811 468 1
997 966 1
37 121 2
548 639 1
269 46 2
198 857 1
459 296 2
628 916 2
52 804 1
136 211 2
428 999 1
235 379 2
803 426 1
316 486 2
647 991 2
473 673 1
59 968 2
763 705 1
178 235 1
98 104 2
462 332 1
550 450 2
952 73 1
960 470 1
857 966 2
535 783 1
425 558 1
610 173 1
907 766 2
207 96 2
330 369 2
532 850 1
222 10 2
928 241 1
423 525 1
35 317 1
706 147 2
641 491 1
540 814 2
521 49 2
86 968 1
829 568 2
351 566 2
317 184 2
550 483 2
686 928 2
979 301 1
357 200 1
374 446 2
605 425 2
465 926 1
324 974 1
29 54 2
454 322 1
641 584 1
400 983 1
284 181 2
382 189 1
352 64 1
535 712 1
796 770 1
1 607 1
707 628 2
979 361 2
631 132 1
620 345 2
128 684 1
416 797 2
978 245 1
343 17 1
32 742 2
58 920 1
87 494 1
390 867 2
233 965 2
620 387 1
799 659 2
284 304 2
222 663 1
382 608 1
549 69 1
480 767 2
590 657 2
569 658 2
195 749 2
655 839 1
738 687 1
312 888 1
126 79 2
889 888 2
959 779 2
311 559 1
973 906 2
768 236 2
477 748 2
616 254 2
680 837 1
241 117 2
637 645 2
981 31 1
442 590 1
602 394 1
758 14 1
633 274 2
266 241 1
684 815 1
680 838 2
729 796 2
936 672 2
234 918 1
770 89 2
792 981 2
379 72 1
277 458 2
917 46 2
699 514 2
76 922 2
253 174 1
577 654 2
835 912 2
855 775 1
97 439 2
248 835 1
463 79 2
745 521 1
771 819 2
373 6 2
991 552 2
860 137 1
739 521 2
859 750 1
888 532 1
172 514 1
719 513 1
817 387 2
505 219 2
33 992 1
370 752 1
482 195 1
253 292 2
526 754 1
380 537 1
867 891 1
627 450 2
335 15 2
891 298 1
548 534 1
228 737 1
521 313 1
69 585 2
608 405 1
98 839 1
222 4 1
147 894 1
427 29 1
592 517 1
214 742 1
555 741 2
668 716 2
121 732 2
478 464 2
960 696 2
594 340 2
576 471 1
385 33 1
853 673 1
924 624 1
376 713 2
334 765 2
831 394 1
369 958 1
99 999 1
135 103 2
830 548 1
585 130 2
960 987 2
790 823 1
487 868 1
951 738 1
938 967 2
427 722 2
820 229 2
474 358 2
489 678 1
770 515 2
365 357 1
991 85 1
191 529 2
699 447 1
716 955 1
269 360 1
101 318 1
342 370 2
390 247 1
505 718 2
837 473 2
850 676 2
436 447 1
636 527 2
653 638 2
142 956 1
127 116 2
731 519 2
271 701 2
579 963 1
632 571 1
99 808 2
546 615 1
610 247 2
195 415 2
835 764 2
172 817 2
581 721 2
173 314 2
921 675 1
682 294 1
788 511 1
863 708 1
169 504 2
680 546 1
193 463 2
83 788 1
556 568 2
947 555 2
504 738 2
505 143 1
729 338 2
788 144 2
752 136 2
443 956 1
833 141 1
866 346 1
332 491 2
205 672 1
778 763 1
309 63 1
135 49 2
39 146 2
149 873 2
133 958 1
279 566 1
739 390 2
94 561 2
911 967 1
780 779 1
601 326 1
126 72 1
295 952 2
47 873 2
929 419 2
385 661 1
928 840 1
38 462 2
979 339 2
690 762 2
955 229 2
436 112 2
403 420 2
492 511 2
552 532 2
837 190 2
207 476 2
457 720 2
869 287 1
987 698 2
960 164 1
504 569 1
920 138 1
890 434 2
595 588 2
386 970 2
804 723 1
268 357 2
310 101 1
763 649 1
684 106 1
232 419 1
930 932 2
30 794 1
611 735 2
370 462 2
579 383 2
868 271 2
238 463 2
816 537 2
263 215 1
97 829 1
387 820 1
976 795 2
832 777 2
671 740 1
864 917 1
297 223 2
725 466 1
697 315 1
243 717 2
656 877 1
192 829 2
891 954 2
172 274 2
399 39 2
824 639 2
873 685 2
660 533 1
3 434 1
10 385 1
302 21 2
889 385 2
296 226 2
277 550 2
654 144 1
589 709 2
429 228 1
748 74 1
782 858 2
818 541 2
842 779 2
911 804 1
456 548 1
691 343 2
260 797 2
624 42 1
19 1 2
133 60 1
471 347 1
780 155 1
565 252 2
821 917 2
466 601 2
931 894 2
483 997 2
79 975 2
956 80 1
891 348 2
103 69 1
816 849 1
160 678 1
805 834 1
628 914 1
567 964 2
450 527 1
298 121 1
337 551 1
816 42 1
70 355 2
184 86 2
212 792 2
221 813 2
41 543 2
314 18 2
686 134 1
91 723 2
379 784 1
618 296 2
132 816 2
550 42 2
492 977 1
948 534 1
973 898 1
11 378 2
585 314 1
848 506 2
901 372 2
502 42 2
332 298 1
769 6 2
589 131 2
972 139 2
322 932 1
728 617 1
343 955 2
796 49 1
185 931 1
742 623 1
252 285 1
593 514 1
583 463 1
695 516 1
948 775 1
489 177 1
173 87 2
53 985 1
905 962 2
807 184 1
463 56 2
628 983 1
423 718 2
719 625 2
203 40 1
492 56 1
441 499 2
75 521 1
847 92 2
647 699 1
882 781 1
356 160 2
516 518 1
493 184 2
583 697 2
443 368 1
357 357 1
432 407 1
67 460 1
390 655 1
383 925 1
574 792 2
871 4 2
238 61 1
780 471 2
964 447 2
139 279 1
107 5 1
94 735 2
375 873 1
609 92 2
93 273 2
886 618 1
601 826 1
952 414 1
744 540 2
805 205 1
183 899 1
953 635 1
507 684 2
935 600 1
380 393 2
695 385 2
274 641 2
447 614 2
820 377 2
173 121 1
425 177 1
207 569 1
744 106 2
569 330 1
75 985 1
838 400 1
142 766 2
344 438 1
147 556 2
207 792 2
117 232 2
902 655 2
726 266 1
672 547 1
10 404 1
516 163 1
350 719 1
910 595 1
630 71 1
83 961 2
433 653 1
512 654 1
337 143 1
920 659 2
9 759 2
354 200 1
406 746 2
626 575 2
83 248 1
92 36 1
978 20 2
992 287 1
827 797 1
699 869 2
108 163 1
967 49 2
536 170 2
464 721 2
324 959 1
935 642 2
708 554 2
597 459 1
273 452 1
536 448 1
688 196 2
46 116 2
979 946 2
756 794 2
63 114 2
760 153 2
982 655 2
662 545 1
192 544 2
862 538 1
914 247 1
654 624 1
460 623 2
616 56 2
681 883 2
831 493 2
282 68 2
552 936 2
666 704 1
441 123 2
762 448 2
128 811 2
246 8 1
175 979 1
423 244 1
210 240 1
405 720 1
115 657 1
254 785 1
752 235 2
330 291 1
566 684 2
4 600 2
271 577 2
835 656 1
33 719 1
394 96 2
720 644 2
542 930 2
466 350 1
758 307 1
283 729 2
421 105 2
996 759 1
76 327 2
875 195 2
230 212 1
19 282 2
210 116 2
277 907 1
480 511 2
335 474 1
321 860 2
104 910 1
784 382 2
405 64 1
400 767 2
779 923 1
174 100 2
786 184 1
277 42 2
436 704 2
843 127 1
582 467 1
965 141 2
39 960 1
400 699 2
574 287 2
264 723 2
779 469 1
132 118 1
30 520 2
186 462 1
229 828 2
271 733 2
93 28 1
350 805 1
42 940 2
553 828 2
177 90 2
385 690 2
894 69 2
728 272 1
98 778 2
309 590 2
423 402 2
624 843 2
993 97 2
611 233 2
620 505 2
587 853 1
461 894 1
251 158 1
111 717 2
287 409 2
910 352 1
561 523 2
774 255 1
167 848 1
126 781 1
571 329 2
868 240 1
903 166 1
640 279 1
870 188 1
494 274 2
491 851 2
832 100 2
820 93 1
966 11 2
656 397 1
557 917 1
802 15 1
825 743 2
400 667 1
423 1 1
919 265 1
206 255 1
168 850 2
895 254 1
87 588 1
580 711 2
756 158 2
433 860 2
312 64 1
469 755 1
13 779 1
410 851 2
759 753 2
24 267 1
502 354 1
840 712 2
186 538 1
926 560 1
506 889 2
112 874 2
242 768 2
277 586 1
349 489 1
838 443 1
361 813 1
238 316 2
282 531 1
983 159 2
225 24 2
18 438 1
77 597 1
933 62 1
465 784 1
885 41 2
116 248 2
227 384 2
634 490 1
664 264 1
